t,obj_id
967,1178
968,52
969,530
970,89
971,15
972,26
973,21
974,7
975,0
976,0
977,0
978,1
979,1109
980,5
981,3
982,1
983,186
984,14
985,4
986,22
987,3
988,22
989,370
990,2
991,454
992,8
993,0
994,0
995,1
996,4
997,320
998,6
999,81
1000,11
1001,12
1002,0
1003,17
1004,139
1005,93
1006,104
1007,60
1008,0
1009,12
1010,9
1011,18
1012,0
1013,4
1014,25
1015,14
1016,4
1017,3
1018,0
1019,0
1020,660
1021,46
1022,0
1023,258
1024,345
1025,74
1026,12
1027,946
1028,0
1029,38
1030,35
1031,0
1032,2
1033,0
1034,6
1035,69
1036,0
1037,0
1038,68
1039,574
1040,94
1041,15
1042,210
1043,6
1044,267
1045,14
1046,240
1047,241
1048,1
1049,0
1050,32
1051,59
1052,74
1053,2
1054,0
1055,40
1056,85
1057,0
1058,1
1059,3
1060,0
1061,45
1062,432
1063,639
1064,267
1065,18
1066,6
1067,124
1068,3
1069,5
1070,7
1071,9
1072,704
1073,14
1074,9
1075,2
1076,14
1077,25
1078,18
1079,63
1080,13
1081,3
1082,52
1083,16
1084,134
1085,2
1086,3
1087,12
1088,20
1089,11
1090,20
1091,3
1092,0
1093,0
1094,2
1095,0
1096,1
1097,2
1098,40
1099,1947
1100,72
1101,4
1102,179
1103,2
1104,259
1105,10
1106,6
1107,0
1108,1
1109,39
1110,1314
1111,24
1112,94
1113,8
1114,23
1115,157
1116,0
1117,6
1118,37
1119,5
1120,7
1121,0
1122,10
1123,1
1124,1
1125,1498
1126,0
1127,4
1128,15
1129,0
1130,8
1131,137
1132,2
1133,5
1134,73
1135,41
1136,0
1137,3
1138,42
1139,160
1140,1
1141,5
1142,81
1143,0
1144,1
1145,0
1146,660
1147,1
1148,30
1149,1
1150,4
1151,265
1152,3
1153,294
1154,11
1155,1953
1156,1
1157,166
1158,18
1159,1
1160,12
1161,44
1162,31
1163,7
1164,9
1165,0
1166,17
1167,115
1168,3
1169,0
1170,10
1171,217
1172,223
1173,1
1174,3
1175,6
1176,1
1177,1
1178,140
1179,16
1180,0
1181,0
1182,48
1183,385
1184,108
1185,0
1186,1114
1187,24
1188,1
1189,11
1190,7
1191,1577
1192,1467
1193,173
1194,904
1195,138
1196,219
1197,5
1198,20
1199,15
1200,2
1201,0
1202,65
1203,191
1204,1416
1205,2
1206,4
1207,7
1208,22
1209,831
1210,1218
1211,135
1212,121
1213,3
1214,130
1215,10
1216,4
1217,1026
1218,54
1219,461
1220,37
1221,46
1222,43
1223,1
1224,11
1225,14
1226,8
1227,198
1228,0
1229,466
1230,1
1231,0
1232,1623
1233,1461
1234,0
1235,1322
1236,1
1237,23
1238,46
1239,0
1240,1
1241,1
1242,0
1243,0
1244,1
1245,0
1246,48
1247,4
1248,87
1249,5
1250,1227
1251,80
1252,568
1253,0
1254,1060
1255,2
1256,535
1257,6
1258,1111
1259,929
1260,41
1261,138
1262,262
1263,7
1264,25
1265,36
1266,25
1267,8
1268,11
1269,3
1270,1
1271,23
1272,555
1273,2
1274,205
1275,25
1276,60
1277,92
1278,1765
1279,1234
1280,4
1281,10
1282,3
1283,113
1284,52
1285,204
1286,63
1287,2
1288,54
1289,831
1290,258
1291,21
1292,4
1293,21
1294,566
1295,4
1296,3
1297,3
1298,1
1299,1
1300,60
1301,17
1302,32
1303,1
1304,1
1305,16
1306,3
1307,5
1308,247
1309,10
1310,2
1311,1450
1312,13
1313,1586
1314,18
1315,9
1316,0
1317,165
1318,664
1319,37
1320,4
1321,0
1322,309
1323,2
1324,0
1325,967
1326,121
1327,6
1328,1550
1329,1
1330,301
1331,9
1332,0
1333,0
1334,4
1335,0
1336,2
1337,2
1338,566
1339,4
1340,86
1341,4
1342,2
1343,24
1344,0
1345,90
1346,0
1347,26
1348,425
1349,3
1350,343
1351,5
1352,4
1353,51
1354,150
1355,0
1356,476
1357,0
1358,584
1359,5
1360,18
1361,148
1362,114
1363,31
1364,0
1365,33
1366,14
1367,0
1368,0
1369,0
1370,13
1371,0
1372,1
1373,0
1374,73
1375,725
1376,0
1377,25
1378,710
1379,0
1380,5
1381,2
1382,19
1383,1
1384,0
1385,789
1386,1640
1387,0
1388,1887
1389,0
1390,0
1391,6
1392,161
1393,497
1394,8
1395,1
1396,395
1397,36
1398,70
1399,8
1400,3
1401,0
1402,368
1403,7
1404,1
1405,221
1406,1
1407,0
1408,853
1409,5
1410,190
1411,123
1412,382
1413,78
1414,951
1415,115
1416,2
1417,48
1418,2
1419,1
1420,0
1421,533
1422,6
1423,1
1424,7
1425,24
1426,377
1427,31
1428,0
1429,91
1430,0
1431,110
1432,744
1433,71
1434,419
1435,1541
1436,0
1437,227
1438,1467
1439,4
1440,138
1441,42
1442,37
1443,1
1444,157
1445,1245
1446,4
1447,12
1448,9
1449,7
1450,204
1451,1990
1452,116
1453,12
1454,12
1455,0
1456,0
1457,324
1458,2
1459,10
1460,10
1461,273
1462,40
1463,1
1464,44
1465,1
1466,323
1467,6
1468,3
1469,63
1470,1435
1471,1524
1472,106
1473,1041
1474,178
1475,0
1476,65
1477,0
1478,1
1479,2
1480,103
1481,4
1482,14
1483,918
1484,25
1485,0
1486,3
1487,11
1488,5
1489,0
1490,227
1491,1
1492,27
1493,1
1494,1
1495,11
1496,19
1497,0
1498,367
1499,395
1500,0
1501,26
1502,1
1503,9
1504,1
1505,2
1506,50
1507,9
1508,1
1509,153
1510,5
1511,1
1512,0
1513,1637
1514,12
1515,0
1516,9
1517,7
1518,39
1519,630
1520,1
1521,2
1522,4
1523,0
1524,9
1525,0
1526,14
1527,0
1528,0
1529,3
1530,39
1531,307
1532,8
1533,26
1534,42
1535,6
1536,12
1537,117
1538,4
1539,0
1540,1
1541,75
1542,137
1543,176
1544,39
1545,182
1546,44
1547,12
1548,626
1549,743
1550,0
1551,3
1552,1496
1553,181
1554,272
1555,447
1556,277
1557,35
1558,1
1559,115
1560,29
1561,1
1562,20
1563,6
1564,90
1565,31
1566,12
1567,8
1568,1368
1569,1432
1570,4
1571,1000
1572,128
1573,1
1574,793
1575,174
1576,1739
1577,2
1578,2
1579,105
1580,4
1581,29
1582,163
1583,1
1584,7
1585,0
1586,10
1587,15
1588,5
1589,1
1590,1479
1591,9
1592,8
1593,1
1594,29
1595,46
1596,847
1597,2
1598,0
1599,9
1600,1
1601,932
1602,3
1603,82
1604,5
1605,1
1606,20
1607,3
1608,16
1609,0
1610,2
1611,181
1612,206
1613,3
1614,12
1615,3
1616,20
1617,0
1618,9
1619,31
1620,0
1621,220
1622,1
1623,19
1624,24
1625,0
1626,0
1627,59
1628,3
1629,7
1630,5
1631,416
1632,22
1633,35
1634,0
1635,212
1636,1
1637,12
1638,11
1639,1939
1640,1860
1641,8
1642,27
1643,0
1644,3
1645,10
1646,14
1647,2
1648,19
1649,576
1650,3
1651,4
1652,67
1653,14
1654,0
1655,0
1656,50
1657,262
1658,0
1659,206
1660,0
1661,5
1662,83
1663,6
1664,213
1665,447
1666,135
1667,2
1668,226
1669,286
1670,74
1671,3
1672,48
1673,3
1674,0
1675,0
1676,330
1677,2
1678,375
1679,0
1680,101
1681,80
1682,59
1683,7
1684,661
1685,8
1686,0
1687,95
1688,141
1689,26
1690,412
1691,1349
1692,17
1693,71
1694,157
1695,7
1696,539
1697,1
1698,3
1699,13
1700,0
1701,15
1702,13
1703,544
1704,1
1705,835
1706,0
1707,227
1708,3
1709,0
1710,197
1711,233
1712,1846
1713,34
1714,114
1715,12
1716,3
1717,22
1718,57
1719,2
1720,88
1721,53
1722,57
1723,6
1724,662
1725,61
1726,285
1727,360
1728,349
1729,5
1730,7
1731,19
1732,31
1733,1767
1734,42
1735,224
1736,23
1737,154
1738,124
1739,103
1740,0
1741,70
1742,19
1743,695
1744,15
1745,9
1746,0
1747,1
1748,88
1749,30
1750,3
1751,272
1752,0
1753,14
1754,1
1755,19
1756,257
1757,176
1758,412
1759,0
1760,11
1761,1
1762,54
1763,0
1764,10
1765,125
1766,522
1767,8
1768,23
1769,54
1770,18
1771,2
1772,337
1773,44
1774,26
1775,3
1776,490
1777,1
1778,13
1779,0
1780,1236
1781,28
1782,4
1783,453
1784,1054
1785,0
1786,29
1787,25
1788,1091
1789,10
1790,4
1791,4
1792,33
1793,138
1794,107
1795,221
1796,663
1797,0
1798,13
1799,30
1800,1
1801,585
1802,46
1803,2
1804,26
1805,29
1806,0
1807,45
1808,1672
1809,2
1810,202
1811,754
1812,6
1813,4
1814,61
1815,1765
1816,63
1817,12
1818,0
1819,18
1820,291
1821,37
1822,747
1823,1
1824,0
1825,1617
1826,7
1827,279
1828,27
1829,5
1830,11
1831,3
1832,109
1833,928
1834,8
1835,15
1836,3
1837,18
1838,122
1839,3
1840,6
1841,558
1842,0
1843,600
1844,2
1845,0
1846,26
1847,5
1848,121
1849,23
1850,39
1851,19
1852,6
1853,38
1854,68
1855,87
1856,95
1857,220
1858,5
1859,175
1860,659
1861,3
1862,19
1863,0
1864,304
1865,142
1866,0
1867,11
1868,19
1869,538
1870,202
1871,1398
1872,616
1873,739
1874,22
1875,3
1876,0
1877,396
1878,3
1879,255
1880,3
1881,1
1882,46
1883,10
1884,1
1885,2
1886,14
1887,5
1888,283
1889,564
1890,366
1891,11
1892,23
1893,0
1894,147
1895,599
1896,14
1897,17
1898,1120
1899,0
1900,652
1901,1395
1902,335
1903,0
1904,150
1905,33
1906,500
1907,19
1908,0
1909,82
1910,1
1911,33
1912,0
1913,0
1914,25
1915,195
1916,0
1917,0
1918,8
1919,18
1920,2
1921,122
1922,28
1923,96
1924,47
1925,0
1926,4
1927,24
1928,1
1929,609
1930,1
1931,3
1932,9
1933,96
1934,0
1935,921
1936,12
1937,121
1938,1170
1939,5
1940,572
1941,0
1942,179
1943,321
1944,3
1945,7
1946,6
1947,256
1948,64
1949,2
1950,294
1951,5
1952,12
1953,567
1954,6
1955,438
1956,0
1957,0
1958,0
1959,6
1960,16
1961,1
1962,3
1963,220
1964,7
1965,235
1966,25
1967,12
1968,4
1969,51
1970,1108
1971,8
1972,68
1973,0
1974,253
1975,165
1976,1
1977,1
1978,0
1979,10
1980,23
1981,1
1982,11
1983,5
1984,2
1985,3
1986,157
1987,1
1988,3
1989,2
1990,100
1991,1
1992,0
1993,2
1994,0
1995,8
1996,153
1997,1159
1998,15
1999,546
2000,0
2001,0
2002,0
2003,89
2004,4
2005,9
2006,14
2007,202
2008,0
2009,1
2010,1
2011,1553
2012,3
2013,5
2014,56
2015,1
2016,177
2017,5
2018,299
2019,4
2020,350
2021,18
2022,13
2023,4
2024,147
2025,406
2026,45
2027,112
2028,103
2029,5
2030,35
2031,304
2032,125
2033,14
2034,11
2035,1500
2036,1
2037,9
2038,0
2039,14
2040,60
2041,1
2042,0
2043,70
2044,205
2045,246
2046,227
2047,5
2048,328
2049,4
2050,32
2051,0
2052,0
2053,200
2054,2
2055,72
2056,4
2057,287
2058,451
2059,315
2060,1
2061,0
2062,150
2063,22
2064,10
2065,588
2066,2
2067,121
2068,1
2069,45
2070,1
2071,2
2072,0
2073,0
2074,0
2075,0
2076,489
2077,69
2078,2
2079,25
2080,382
2081,59
2082,3
2083,1
2084,0
2085,1
2086,23
2087,64
2088,18
2089,2
2090,215
2091,35
2092,11
2093,0
2094,13
2095,2
2096,1936
2097,1
2098,492
2099,17
2100,0
2101,3
2102,0
2103,1
2104,488
2105,26
2106,9
2107,220
2108,338
2109,27
2110,82
2111,9
2112,0
2113,35
2114,311
2115,6
2116,12
2117,175
2118,96
2119,6
2120,0
2121,11
2122,0
2123,43
2124,470
2125,33
2126,61
2127,678
2128,233
2129,40
2130,8
2131,19
2132,167
2133,1936
2134,1279
2135,4
2136,1
2137,12
2138,28
2139,2
2140,2
2141,147
2142,11
2143,1
2144,22
2145,126
2146,79
2147,1
2148,15
2149,314
2150,0
2151,63
2152,179
2153,0
2154,524
2155,6
2156,1
2157,1
2158,21
2159,0
2160,0
2161,0
2162,2
2163,0
2164,38
2165,311
2166,4
2167,519
2168,39
2169,414
2170,5
2171,890
2172,2
2173,140
2174,6
2175,817
2176,22
2177,0
2178,52
2179,1
2180,21
2181,21
2182,25
2183,24
2184,33
2185,1
2186,648
2187,0
2188,237
2189,1061
2190,15
2191,26
2192,32
2193,5
2194,1523
2195,40
2196,11
2197,26
2198,7
2199,10
2200,23
2201,4
2202,1
2203,1
2204,122
2205,1
2206,5
2207,230
2208,0
2209,2
2210,11
2211,7
2212,2
2213,1274
2214,3
2215,0
2216,58
2217,0
2218,3
2219,21
2220,1
2221,415
2222,10
2223,282
2224,131
2225,0
2226,22
2227,0
2228,0
2229,5
2230,4
2231,272
2232,84
2233,0
2234,14
2235,1
2236,0
2237,84
2238,22
2239,790
2240,952
2241,208
2242,2
2243,145
2244,9
2245,124
2246,20
2247,1967
2248,58
2249,19
2250,1
2251,2
2252,51
2253,324
2254,1
2255,1
2256,21
2257,1655
2258,0
2259,1917
2260,0
2261,919
2262,543
2263,216
2264,27
2265,833
2266,8
2267,0
2268,45
2269,1
2270,4
2271,71
2272,0
2273,136
2274,8
2275,7
2276,0
2277,3
2278,6
2279,471
2280,467
2281,0
2282,192
2283,79
2284,244
2285,107
2286,63
2287,17
2288,197
2289,36
2290,3
2291,0
2292,1124
2293,2
2294,1
2295,1
2296,1
2297,0
2298,6
2299,0
2300,220
2301,67
2302,42
2303,15
2304,400
2305,491
2306,13
2307,6
2308,31
2309,271
2310,36
2311,0
2312,1
2313,123
2314,73
2315,0
2316,0
2317,3
2318,231
2319,1
2320,0
2321,0
2322,724
2323,118
2324,0
2325,69
2326,25
2327,2
2328,2
2329,0
2330,0
2331,37
2332,20
2333,22
2334,474
2335,7
2336,114
2337,123
2338,18
2339,210
2340,160
2341,2
2342,1
2343,631
2344,0
2345,0
2346,220
2347,1
2348,12
2349,1
2350,2
2351,62
2352,0
2353,34
2354,254
2355,2
2356,392
2357,0
2358,5
2359,13
2360,0
2361,1650
2362,0
2363,310
2364,0
2365,1126
2366,1
2367,5
2368,115
2369,46
2370,0
2371,1
2372,6
2373,17
2374,1
2375,150
2376,0
2377,3
2378,0
2379,259
2380,662
2381,498
2382,23
2383,1
2384,0
2385,0
2386,1
2387,47
2388,1756
2389,63
2390,0
2391,6
2392,1
2393,1834
2394,268
2395,116
2396,9
2397,1
2398,0
2399,19
2400,1
2401,0
2402,2
2403,0
2404,6
2405,239
2406,0
2407,1208
2408,4
2409,0
2410,115
2411,9
2412,12
2413,78
2414,6
2415,430
2416,34
2417,26
2418,0
2419,2
2420,305
2421,3
2422,9
2423,438
2424,240
2425,8
2426,861
2427,15
2428,0
2429,572
2430,17
2431,73
2432,70
2433,55
2434,86
2435,1
2436,13
2437,5
2438,199
2439,4
2440,140
2441,1
2442,0
2443,186
2444,0
2445,5
2446,1
2447,23
2448,95
2449,1
2450,20
2451,3
2452,6
2453,12
2454,4
2455,2
2456,1
2457,261
2458,0
2459,98
2460,40
2461,1
2462,90
2463,635
2464,17
2465,4
2466,2
2467,650
2468,0
2469,1295
2470,9
2471,10
2472,128
2473,1
2474,279
2475,63
2476,150
2477,41
2478,2
2479,160
2480,312
2481,51
2482,1
2483,4
2484,4
2485,6
2486,4
2487,88
2488,77
2489,46
2490,126
2491,374
2492,0
2493,124
2494,24
2495,8
2496,545
2497,1
2498,722
2499,12
2500,0
2501,672
2502,10
2503,3
2504,177
2505,2
2506,0
2507,772
2508,0
2509,21
2510,1251
2511,60
2512,0
2513,3
2514,17
2515,81
2516,15
2517,247
2518,822
2519,0
2520,0
2521,32
2522,3
2523,145
2524,51
2525,87
2526,315
2527,18
2528,3
2529,19
2530,865
2531,65
2532,1
2533,2
2534,2
2535,0
2536,804
2537,79
2538,4
2539,1
2540,1
2541,18
2542,1206
2543,190
2544,1708
2545,5
2546,1
2547,8
2548,1337
2549,4
2550,0
2551,122
2552,509
2553,70
2554,15
2555,9
2556,0
2557,1
2558,13
2559,6
2560,16
2561,387
2562,3
2563,4
2564,9
2565,40
2566,115
2567,13
2568,92
2569,0
2570,12
2571,21
2572,3
2573,5
2574,2
2575,2
2576,0
2577,8
2578,14
2579,5
2580,100
2581,8
2582,68
2583,4
2584,1
2585,8
2586,2
2587,814
2588,16
2589,21
2590,278
2591,60
2592,6
2593,1
2594,558
2595,0
2596,0
2597,0
2598,28
2599,644
2600,0
2601,0
2602,98
2603,4
2604,102
2605,31
2606,0
2607,8
2608,48
2609,235
2610,1
2611,87
2612,0
2613,0
2614,104
2615,2
2616,290
2617,1
2618,0
2619,110
2620,0
2621,1
2622,103
2623,1
2624,33
2625,322
2626,1
2627,1448
2628,0
2629,0
2630,0
2631,0
2632,57
2633,39
2634,1711
2635,1961
2636,0
2637,1
2638,3
2639,273
2640,76
2641,1246
2642,12
2643,150
2644,602
2645,187
2646,641
2647,0
2648,14
2649,13
2650,0
2651,570
2652,1889
2653,21
2654,1990
2655,181
2656,467
2657,2
2658,132
2659,2
2660,9
2661,2
2662,3
2663,80
2664,95
2665,12
2666,5
2667,729
2668,13
2669,2
2670,991
2671,3
2672,835
2673,41
2674,4
2675,0
2676,86
2677,108
2678,381
2679,3
2680,275
2681,4
2682,5
2683,2
2684,8
2685,5
2686,2
2687,0
2688,3
2689,69
2690,90
2691,0
2692,469
2693,4
2694,25
2695,0
2696,9
2697,67
2698,0
2699,63
2700,50
2701,4
2702,313
2703,1446
2704,552
2705,19
2706,110
2707,0
2708,0
2709,15
2710,3
2711,6
2712,1
2713,237
2714,123
2715,36
2716,1
2717,1234
2718,800
2719,3
2720,0
2721,0
2722,522
2723,1205
2724,1802
2725,2
2726,16
2727,4
2728,81
2729,16
2730,19
2731,119
2732,0
2733,1
2734,29
2735,0
2736,27
2737,8
2738,98
2739,1
2740,9
2741,20
2742,22
2743,77
2744,1239
2745,3
2746,0
2747,1629
2748,643
2749,4
2750,0
2751,165
2752,88
2753,38
2754,95
2755,181
2756,263
2757,598
2758,52
2759,153
2760,4
2761,1
2762,79
2763,6
2764,9
2765,0
2766,647
2767,0
2768,1
2769,462
2770,238
2771,1
2772,0
2773,0
2774,11
2775,2
2776,34
2777,355
2778,8
2779,649
2780,98
2781,279
2782,8
2783,171
2784,1660
2785,0
2786,37
2787,396
2788,979
2789,4
2790,17
2791,7
2792,52
2793,6
2794,64
2795,26
2796,1978
2797,28
2798,33
2799,4
2800,9
2801,68
2802,189
2803,12
2804,0
2805,20
2806,1
2807,0
2808,8
2809,33
2810,507
2811,80
2812,7
2813,2
2814,0
2815,1
2816,3
2817,22
2818,562
2819,28
2820,164
2821,157
2822,1153
2823,86
2824,14
2825,3
2826,7
2827,545
2828,735
2829,0
2830,6
2831,82
2832,0
2833,32
2834,0
2835,6
2836,3
2837,11
2838,169
2839,269
2840,1136
2841,1
2842,0
2843,1365
2844,0
2845,107
2846,967
2847,818
2848,1
2849,6
2850,113
2851,1
2852,1336
2853,1
2854,238
2855,3
2856,5
2857,452
2858,1229
2859,22
2860,0
2861,1
2862,6
2863,60
2864,958
2865,182
2866,7
2867,20
2868,54
2869,79
2870,25
2871,12
2872,2
2873,0
2874,257
2875,0
2876,13
2877,247
2878,1
2879,0
2880,0
2881,4
2882,0
2883,1
2884,22
2885,5
2886,1364
2887,417
2888,0
2889,900
2890,5
2891,8
2892,15
2893,518
2894,118
2895,385
2896,1
2897,0
2898,6
2899,1106
2900,51
2901,0
2902,344
2903,149
2904,0
2905,19
2906,0
2907,11
2908,12
2909,46
2910,18
2911,1147
2912,8
2913,2
2914,1564
2915,1
2916,3
2917,104
2918,381
2919,2
2920,15
2921,274
2922,62
2923,1
2924,49
2925,0
2926,0
2927,71
2928,6
2929,21
2930,587
2931,14
2932,535
2933,30
2934,0
2935,0
2936,6
2937,2
2938,84
2939,49
2940,0
2941,0
2942,50
2943,557
2944,3
2945,0
2946,2
2947,0
2948,13
2949,0
2950,2
2951,3
2952,12
2953,0
2954,140
2955,288
2956,8
2957,844
2958,8
2959,99
2960,11
2961,1
2962,67
2963,144
2964,2
2965,2
2966,0
2967,123
2968,1312
